taxon,phylo,state_name,state,total,tail_index,hf_hb,ear,logmass,hb
Tokudaia_muenninki,Tokudaia_muenninki,T,3,-0.239136214,-1.385827213,0.424275691,0.732208736,5.17840707,0.188987557
Tokudaia_osimensis,Tokudaia_osimensis,T,3,-0.278081647,-1.032583416,-0.450814533,0.470748418,4.617395156,0.042194907
Tokudaia_tokunoshimensis,Tokudaia_tokunoshimensis,T,3,-0.404861461,-0.411616416,1.486035124,0.526775629,5.192956851,-0.267700689
Xenuromys_barbatus,Xenuromys_barbatus,T,3,2.313032588,-0.693819296,-0.584239169,1.647319851,6.895328384,2.733393498
Xeromys_myoides,Xeromys_myoides,T,3,-0.675822239,-0.589746615,-0.143248821,-0.873904649,3.816612821,-0.507462018
Zelotomys_hildegardeae,Zelotomys_hildegardeae,T,3,-0.73299745,-0.33333566,-0.468980328,-0.500389908,4.053696164,-0.626527167
Zyzomys_argurus,Zyzomys_argurus,T,3,-0.446292773,0.164554081,-0.29358644,-0.313632538,4.094344562,-1.03428453
Zyzomys_maini,Zyzomys_maini,T,3,-0.023693393,0.112668571,-0.16830509,-0.126875168,4.543294782,0.025884612
Zyzomys_palatalis,Zyzomys_palatalis,T,3,-0.346857624,0.157465073,1.135873754,1.553941166,4.744932128,-0.365562456
Zyzomys_woodwardi,Zyzomys_woodwardi,T,3,-0.280567526,-0.871497005,-0.554484849,0.433396944,4.905274778,0.025884612
